# transcript_withbugs2.txt
do run.do
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(277) @ 0: reporter [Questa UVM] QUESTA_UVM-1.2.3
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(278) @ 0: reporter [Questa UVM]  questa_uvm::init(+struct)
# UVM_INFO async_fifo_top.sv(44) @ 0: reporter [tb_top] uvm_config_db set for uvm_tb_top
# UVM_INFO @ 0: reporter [RNTST] Running test fifo_random_test...
# Time: 0: Starting the FIFO testbench...
# UVM_INFO async_fifo_write_agent.sv(14) @ 0: uvm_test_top.env.wa [WRITE_AGENT_CLASS] Inside constructor
# UVM_INFO async_fifo_read_agent.sv(15) @ 0: uvm_test_top.env.ra [READ_AGENT_CLASS] Inside constructor
# UVM_INFO async_fifo_sequencer.sv(32) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(68) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Inside constructor
# UVM_INFO async_fifo_read_monitor.sv(19) @ 0: uvm_test_top.env.ra.rm [READ_MONITOR_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(73) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(37) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(11) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(14) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Inside constructor
# UVM_INFO async_fifo_write_monitor.sv(18) @ 0: uvm_test_top.env.wa.wm [WRITE_MONITOR_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(19) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(16) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Build Phase
# UVM_INFO async_fifo_driver.sv(80) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Connect Phase
# UVM_INFO async_fifo_sequencer.sv(42) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Connect Phase
# UVM_INFO async_fifo_driver.sv(26) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Connect Phase
# UVM_INFO async_fifo_sequencer.sv(21) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Connect Phase
# UVM_INFO @ 0: reporter [UVMTOP] UVM testbench topology:
# ---------------------------------------------------------------
# Name                       Type                     Size  Value
# ---------------------------------------------------------------
# uvm_test_top               fifo_random_test         -     @471 
#   env                      fifo_env                 -     @478 
#     ra                     read_agent               -     @493 
#       rd                   read_driver              -     @618 
#         rsp_port           uvm_analysis_port        -     @633 
#         seq_item_port      uvm_seq_item_pull_port   -     @625 
#       rm                   read_monitor             -     @641 
#         port_read          uvm_analysis_port        -     @649 
#       rs                   read_sequencer           -     @509 
#         rsp_export         uvm_analysis_export      -     @516 
#         seq_item_export    uvm_seq_item_pull_imp    -     @610 
#         arbitration_queue  array                    0     -    
#         lock_queue         array                    0     -    
#         num_last_reqs      integral                 32    'd1  
#         num_last_rsps      integral                 32    'd1  
#     scb                    fifo_scoreboard          -     @500 
#       read_port            uvm_analysis_imp_port_b  -     @671 
#       write_port           uvm_analysis_imp_port_a  -     @663 
#     wa                     write_agent              -     @486 
#       wd                   write_driver             -     @789 
#         rsp_port           uvm_analysis_port        -     @804 
#         seq_item_port      uvm_seq_item_pull_port   -     @796 
#       wm                   write_monitor            -     @812 
#         port_write         uvm_analysis_port        -     @820 
#       ws                   write_sequencer          -     @680 
#         rsp_export         uvm_analysis_export      -     @687 
#         seq_item_export    uvm_seq_item_pull_imp    -     @781 
#         arbitration_queue  array                    0     -    
#         lock_queue         array                    0     -    
#         num_last_reqs      integral                 32    'd1  
#         num_last_rsps      integral                 32    'd1  
# ---------------------------------------------------------------
# 
# /t Starting sequence w_seq run_phase
# UVM_INFO async_fifo_seq_testrand.sv(14) @ 0: reporter@@write_sequence_full [WRITE_SEQUENCE_CLASS] Inside constructor
# /t Starting sequence r_seq run_phase
# UVM_INFO async_fifo_seq_testrand.sv(42) @ 0: reporter@@read_sequence_random [READ_SEQUENCE_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(37) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Inside Run Phase
# UVM_INFO async_fifo_driver.sv(90) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Inside Run Phase
# UVM_INFO async_fifo_seq_testrand.sv(18) @ 0: reporter@@write_sequence_full [WRITE_SEQUENCE_CLASS] Inside body task
# UVM_INFO async_fifo_seq_testrand.sv(46) @ 0: reporter@@read_sequence_random [READ_SEQUENCE_CLASS] Inside body task
# 	 Write Monitor winc = 1 	 wData = e1 	 w_count=0 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = e1
# 	 Write Monitor winc = 1 	 wData = 62 	 w_count=1 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 62
# 	 Read Monitor rinc = 1 	 rData = x 	 rcount=0 	 rEmpty=0 	 rHalfEmpty=1
# UVM_ERROR async_fifo_scoreboard.sv(43) @ 120: uvm_test_top.env.scb [ASSERTION ERROR] Read Data has bits with x or z
# UVM_ERROR async_fifo_scoreboard.sv(51) @ 120: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] ERROR Expected Data: e1 Does not match DUT Read Data: x
# 	 Read Monitor rinc = 1 	 rData = e1 	 rcount=1 	 rEmpty=0 	 rHalfEmpty=1
# UVM_ERROR async_fifo_scoreboard.sv(51) @ 140: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] ERROR Expected Data: 62 Does not match DUT Read Data: e1
# 	 Write Monitor winc = 1 	 wData = d5 	 w_count=2 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = d5
# 	 Write Monitor winc = 1 	 wData = 46 	 w_count=3 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 46
# 	 Read Monitor rinc = 1 	 rData = 62 	 rcount=2 	 rEmpty=1 	 rHalfEmpty=1
# UVM_ERROR async_fifo_scoreboard.sv(51) @ 200: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] ERROR Expected Data: d5 Does not match DUT Read Data: 62
# 	 Read Monitor rinc = 1 	 rData = d5 	 rcount=3 	 rEmpty=0 	 rHalfEmpty=1
# UVM_ERROR async_fifo_scoreboard.sv(51) @ 240: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] ERROR Expected Data: 46 Does not match DUT Read Data: d5
# 	 Read Monitor rinc = 1 	 rData = 46 	 rcount=4 	 rEmpty=1 	 rHalfEmpty=1
# 	 Write Monitor winc = 1 	 wData = 93 	 w_count=4 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 93
# 	 Write Monitor winc = 1 	 wData = f4 	 w_count=5 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = f4
# 	 Write Monitor winc = 1 	 wData = ac 	 w_count=6 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ac
# 	 Write Monitor winc = 1 	 wData = 98 	 w_count=7 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 98
# 	 Write Monitor winc = 1 	 wData = 4e 	 w_count=8 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 4e
# 	 Read Monitor rinc = 1 	 rData = 93 	 rcount=5 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 360: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 93 --- DUT Read Data: 93
# 	 Write Monitor winc = 1 	 wData = 2f 	 w_count=9 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 2f
# 	 Write Monitor winc = 1 	 wData = 41 	 w_count=10 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 41
# 	 Write Monitor winc = 1 	 wData = f3 	 w_count=11 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = f3
# 	 Write Monitor winc = 1 	 wData = bb 	 w_count=12 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = bb
# 	 Write Monitor winc = 1 	 wData = 78 	 w_count=13 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 78
# 	 Write Monitor winc = 1 	 wData = 6f 	 w_count=14 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 6f
# 	 Read Monitor rinc = 1 	 rData = f4 	 rcount=6 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 500: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: f4 --- DUT Read Data: f4
# 	 Write Monitor winc = 1 	 wData = 42 	 w_count=15 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 42
# 	 Read Monitor rinc = 1 	 rData = ac 	 rcount=7 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 520: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: ac --- DUT Read Data: ac
# 	 Write Monitor winc = 1 	 wData = a4 	 w_count=16 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = a4
# 	 Write Monitor winc = 1 	 wData = b5 	 w_count=17 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = b5
# 	 Write Monitor winc = 1 	 wData = ba 	 w_count=18 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ba
# 	 Write Monitor winc = 1 	 wData = 6c 	 w_count=19 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 6c
# 	 Write Monitor winc = 1 	 wData = d4 	 w_count=20 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = d4
# 	 Read Monitor rinc = 1 	 rData = 98 	 rcount=8 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 620: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 98 --- DUT Read Data: 98
# 	 Write Monitor winc = 1 	 wData = fe 	 w_count=21 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = fe
# 	 Read Monitor rinc = 1 	 rData = 4e 	 rcount=9 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 660: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 4e --- DUT Read Data: 4e
# 	 Write Monitor winc = 1 	 wData = a5 	 w_count=22 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = a5
# 	 Read Monitor rinc = 1 	 rData = 2f 	 rcount=10 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 680: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 2f --- DUT Read Data: 2f
# 	 Write Monitor winc = 1 	 wData = 99 	 w_count=23 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 99
# 	 Read Monitor rinc = 1 	 rData = 41 	 rcount=11 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 720: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 41 --- DUT Read Data: 41
# 	 Write Monitor winc = 1 	 wData = 38 	 w_count=24 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 38
# 	 Read Monitor rinc = 1 	 rData = f3 	 rcount=12 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 740: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: f3 --- DUT Read Data: f3
# 	 Write Monitor winc = 1 	 wData = e7 	 w_count=25 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = e7
# 	 Write Monitor winc = 1 	 wData = cd 	 w_count=26 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = cd
# 	 Write Monitor winc = 1 	 wData = d8 	 w_count=27 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = d8
# 	 Read Monitor rinc = 1 	 rData = bb 	 rcount=13 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(49) @ 800: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: bb --- DUT Read Data: bb
# 	 Write Monitor winc = 1 	 wData = ab 	 w_count=28 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ab
# 	 Read Monitor rinc = 1 	 rData = 78 	 rcount=14 	 rEmpty=0 	 rHalfEmpty=1
