# transcript3.txt
do run.do
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:30 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:30 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_scoreboard.sv 
# ** Note: (vlog-2286) async_fifo_scoreboard.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_scoreboard_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:31 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:31 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_item.sv 
# ** Note: (vlog-2286) async_fifo_seq_item.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_item_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:32 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:32 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_test.sv 
# ** Note: (vlog-2286) async_fifo_seq_test.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_test_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:33 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:33 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_seq_testrand.sv 
# ** Note: (vlog-2286) async_fifo_seq_testrand.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_seq_testrand_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:34 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:34 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_sequencer.sv 
# ** Note: (vlog-2286) async_fifo_sequencer.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_sequencer_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:35 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:35 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_write_agent.sv 
# ** Note: (vlog-2286) async_fifo_write_agent.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_write_agent_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:36 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:36 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_coverage.sv 
# -- Compiling package async_fifo_coverage_sv_unit
# 
# Top level modules:
# 	--none--
# End time: 19:20:36 on Jun 04,2024, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:36 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_read_monitor.sv 
# ** Note: (vlog-2286) async_fifo_read_monitor.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_read_monitor_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:37 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:37 on Jun 04,2024
# vlog -reportprogress 300 -source -lint async_fifo_write_monitor.sv 
# ** Note: (vlog-2286) async_fifo_write_monitor.sv(2): Using implicit +incdir+/pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/../verilog_src/uvm-1.1d/src from import uvm_pkg
# -- Compiling package async_fifo_write_monitor_sv_unit
# -- Importing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)
# -- Importing package fifo_pkg
# 
# Top level modules:
# 	--none--
# End time: 19:20:38 on Jun 04,2024, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0
# QuestaSim-64 vopt 2019.2_1 Compiler 2019.05 May 13 2019
# Start time: 19:20:39 on Jun 04,2024
# vopt -reportprogress 300 tb_top -o top_optimized "+acc" "+cover=sbfec+asynchronous_fifo(rtl)." 
# 
# Top level modules:
# 	tb_top
# 
# Analyzing design...
# -- Loading module tb_top
# -- Loading interface intf
# -- Loading module asynchronous_fifo
# -- Loading module fifo_mem
# -- Loading module synchronizer
# -- Loading module rptr_handler
# -- Loading module wptr_handler
# -- Loading package mtiUvm.questa_uvm_pkg
# Optimizing 13 design-units (inlining 0/8 module instances):
# -- Optimizing package mtiUvm.uvm_pkg (uvm-1.1d Built-in)(fast)
# -- Optimizing package mtiUvm.questa_uvm_pkg(fast)
# -- Optimizing package fifo_pkg(fast)
# -- Optimizing package async_fifo_interface_sv_unit(fast)
# -- Optimizing package async_fifo_top_sv_unit(fast)
# -- Optimizing module tb_top(fast)
# -- Optimizing module wptr_handler(fast)
# -- Optimizing module rptr_handler(fast)
# -- Optimizing interface intf(fast)
# -- Optimizing module asynchronous_fifo(fast)
# -- Optimizing module fifo_mem(fast)
# -- Optimizing module synchronizer(fast)
# -- Optimizing interface intf(fast)
# Optimized design name is top_optimized
# End time: 19:20:43 on Jun 04,2024, Elapsed time: 0:00:04
# Errors: 0, Warnings: 0
# End time: 19:20:43 on Jun 04,2024, Elapsed time: 0:05:45
# Errors: 2, Warnings: 0
# vsim top_optimized -coverage 
# Start time: 19:20:43 on Jun 04,2024
# Loading sv_std.std
# Loading work.intf(fast)
# Loading mtiUvm.uvm_pkg
# Loading work.fifo_pkg(fast)
# Loading work.async_fifo_top_sv_unit(fast)
# Loading mtiUvm.questa_uvm_pkg(fast)
# Loading work.tb_top(fast)
# Loading work.async_fifo_interface_sv_unit(fast)
# Loading work.intf(fast)
# Loading work.asynchronous_fifo(fast)
# Loading work.fifo_mem(fast)
# Loading work.synchronizer(fast)
# Loading work.rptr_handler(fast)
# Loading work.wptr_handler(fast)
# Loading /pkgs/mentor/questa/2019.2_1/questasim/uvm-1.1d/linux_x86_64/uvm_dpi.so
# 1
# ----------------------------------------------------------------
# UVM-1.1d
# (C) 2007-2013 Mentor Graphics Corporation
# (C) 2007-2013 Cadence Design Systems, Inc.
# (C) 2006-2013 Synopsys, Inc.
# (C) 2011-2013 Cypress Semiconductor Corp.
# ----------------------------------------------------------------
# 
#   ***********       IMPORTANT RELEASE NOTES         ************
# 
#   You are using a version of the UVM library that has been compiled
#   with `UVM_NO_DEPRECATED undefined.
#   See http://www.eda.org/svdb/view.php?id=3313 for more details.
# 
#   You are using a version of the UVM library that has been compiled
#   with `UVM_OBJECT_MUST_HAVE_CONSTRUCTOR undefined.
#   See http://www.eda.org/svdb/view.php?id=3770 for more details.
# 
#       (Specify +UVM_NO_RELNOTES to turn off this notice)
# 
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(277) @ 0: reporter [Questa UVM] QUESTA_UVM-1.2.3
# UVM_INFO verilog_src/questa_uvm_pkg-1.2/src/questa_uvm_pkg.sv(278) @ 0: reporter [Questa UVM]  questa_uvm::init(+struct)
# UVM_INFO async_fifo_top.sv(42) @ 0: reporter [tb_top] uvm_config_db set for uvm_tb_top
# UVM_INFO @ 0: reporter [RNTST] Running test fifo_random_test...
# Time: 0: Starting the FIFO testbench...
# UVM_INFO async_fifo_write_agent.sv(14) @ 0: uvm_test_top.env.wa [WRITE_AGENT_CLASS] Inside constructor
# UVM_INFO async_fifo_read_agent.sv(15) @ 0: uvm_test_top.env.ra [READ_AGENT_CLASS] Inside constructor
# UVM_INFO async_fifo_sequencer.sv(32) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(68) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Inside constructor
# UVM_INFO async_fifo_read_monitor.sv(19) @ 0: uvm_test_top.env.ra.rm [READ_MONITOR_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(73) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(37) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(11) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(14) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Inside constructor
# UVM_INFO async_fifo_write_monitor.sv(18) @ 0: uvm_test_top.env.wa.wm [WRITE_MONITOR_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(19) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Build Phase
# UVM_INFO async_fifo_sequencer.sv(16) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Build Phase
# UVM_INFO async_fifo_driver.sv(80) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Connect Phase
# UVM_INFO async_fifo_sequencer.sv(42) @ 0: uvm_test_top.env.ra.rs [READ_SEQUENCER_CLASS] Connect Phase
# UVM_INFO async_fifo_driver.sv(26) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Connect Phase
# UVM_INFO async_fifo_sequencer.sv(21) @ 0: uvm_test_top.env.wa.ws [WRITE_SEQUENCER_CLASS] Connect Phase
# UVM_INFO @ 0: reporter [UVMTOP] UVM testbench topology:
# ---------------------------------------------------------------
# Name                       Type                     Size  Value
# ---------------------------------------------------------------
# uvm_test_top               fifo_random_test         -     @471 
#   env                      fifo_env                 -     @478 
#     ra                     read_agent               -     @493 
#       rd                   read_driver              -     @618 
#         rsp_port           uvm_analysis_port        -     @633 
#         seq_item_port      uvm_seq_item_pull_port   -     @625 
#       rm                   read_monitor             -     @641 
#         port_read          uvm_analysis_port        -     @649 
#       rs                   read_sequencer           -     @509 
#         rsp_export         uvm_analysis_export      -     @516 
#         seq_item_export    uvm_seq_item_pull_imp    -     @610 
#         arbitration_queue  array                    0     -    
#         lock_queue         array                    0     -    
#         num_last_reqs      integral                 32    'd1  
#         num_last_rsps      integral                 32    'd1  
#     scb                    fifo_scoreboard          -     @500 
#       read_port            uvm_analysis_imp_port_b  -     @671 
#       write_port           uvm_analysis_imp_port_a  -     @663 
#     wa                     write_agent              -     @486 
#       wd                   write_driver             -     @789 
#         rsp_port           uvm_analysis_port        -     @804 
#         seq_item_port      uvm_seq_item_pull_port   -     @796 
#       wm                   write_monitor            -     @812 
#         port_write         uvm_analysis_port        -     @820 
#       ws                   write_sequencer          -     @680 
#         rsp_export         uvm_analysis_export      -     @687 
#         seq_item_export    uvm_seq_item_pull_imp    -     @781 
#         arbitration_queue  array                    0     -    
#         lock_queue         array                    0     -    
#         num_last_reqs      integral                 32    'd1  
#         num_last_rsps      integral                 32    'd1  
# ---------------------------------------------------------------
# 
# /t Starting sequence w_seq run_phase
# UVM_INFO async_fifo_seq_testrand.sv(14) @ 0: reporter@@write_sequence_full [WRITE_SEQUENCE_CLASS] Inside constructor
# /t Starting sequence r_seq run_phase
# UVM_INFO async_fifo_seq_testrand.sv(42) @ 0: reporter@@read_sequence_random [READ_SEQUENCE_CLASS] Inside constructor
# UVM_INFO async_fifo_driver.sv(37) @ 0: uvm_test_top.env.wa.wd [WRITE_DRIVER_CLASS] Inside Run Phase
# UVM_INFO async_fifo_driver.sv(90) @ 0: uvm_test_top.env.ra.rd [READ_DRIVER_CLASS] Inside Run Phase
# UVM_INFO async_fifo_seq_testrand.sv(18) @ 0: reporter@@write_sequence_full [WRITE_SEQUENCE_CLASS] Inside body task
# UVM_INFO async_fifo_seq_testrand.sv(46) @ 0: reporter@@read_sequence_random [READ_SEQUENCE_CLASS] Inside body task
# 	 Write Monitor winc = 1 	 wData = 2 	 w_count=0 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 2
# 	 Write Monitor winc = 1 	 wData = d2 	 w_count=1 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = d2
# 	 Write Monitor winc = 1 	 wData = ba 	 w_count=2 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ba
# 	 Write Monitor winc = 1 	 wData = b 	 w_count=3 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = b
# 	 Write Monitor winc = 1 	 wData = ba 	 w_count=4 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ba
# 	 Read Monitor rinc = 1 	 rData = 2 	 rcount=0 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 140: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 2 --- DUT Read Data: 2
# 	 Write Monitor winc = 1 	 wData = 4f 	 w_count=5 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 4f
# 	 Write Monitor winc = 1 	 wData = f0 	 w_count=6 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = f0
# 	 Write Monitor winc = 1 	 wData = cc 	 w_count=7 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = cc
# 	 Read Monitor rinc = 1 	 rData = d2 	 rcount=1 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 240: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: d2 --- DUT Read Data: d2
# 	 Write Monitor winc = 1 	 wData = 81 	 w_count=8 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 81
# 	 Write Monitor winc = 1 	 wData = 3d 	 w_count=9 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 3d
# 	 Write Monitor winc = 1 	 wData = 3b 	 w_count=10 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 3b
# 	 Write Monitor winc = 1 	 wData = a4 	 w_count=11 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = a4
# 	 Read Monitor rinc = 1 	 rData = ba 	 rcount=2 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 300: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: ba --- DUT Read Data: ba
# 	 Read Monitor rinc = 1 	 rData = b 	 rcount=3 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 320: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: b --- DUT Read Data: b
# 	 Write Monitor winc = 1 	 wData = 79 	 w_count=12 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 79
# 	 Read Monitor rinc = 1 	 rData = ba 	 rcount=4 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 340: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: ba --- DUT Read Data: ba
# 	 Read Monitor rinc = 1 	 rData = 4f 	 rcount=5 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 360: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 4f --- DUT Read Data: 4f
# 	 Write Monitor winc = 1 	 wData = 86 	 w_count=13 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 86
# 	 Read Monitor rinc = 1 	 rData = f0 	 rcount=6 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 380: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: f0 --- DUT Read Data: f0
# 	 Write Monitor winc = 1 	 wData = c8 	 w_count=14 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = c8
# 	 Write Monitor winc = 1 	 wData = 57 	 w_count=15 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 57
# 	 Read Monitor rinc = 1 	 rData = cc 	 rcount=7 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 400: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: cc --- DUT Read Data: cc
# 	 Write Monitor winc = 1 	 wData = b0 	 w_count=16 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = b0
# 	 Write Monitor winc = 1 	 wData = c8 	 w_count=17 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = c8
# 	 Write Monitor winc = 1 	 wData = 72 	 w_count=18 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 72
# 	 Write Monitor winc = 1 	 wData = 34 	 w_count=19 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 34
# 	 Read Monitor rinc = 1 	 rData = 81 	 rcount=8 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 480: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 81 --- DUT Read Data: 81
# 	 Write Monitor winc = 1 	 wData = cb 	 w_count=20 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = cb
# 	 Write Monitor winc = 1 	 wData = ab 	 w_count=21 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ab
# 	 Write Monitor winc = 1 	 wData = 53 	 w_count=22 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 53
# 	 Read Monitor rinc = 1 	 rData = 3d 	 rcount=9 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 520: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 3d --- DUT Read Data: 3d
# 	 Write Monitor winc = 1 	 wData = 94 	 w_count=23 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 94
# 	 Read Monitor rinc = 1 	 rData = 3b 	 rcount=10 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 560: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 3b --- DUT Read Data: 3b
# 	 Write Monitor winc = 1 	 wData = 3b 	 w_count=24 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 3b
# 	 Write Monitor winc = 1 	 wData = 35 	 w_count=25 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 35
# 	 Write Monitor winc = 1 	 wData = e5 	 w_count=26 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = e5
# 	 Read Monitor rinc = 1 	 rData = a4 	 rcount=11 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 620: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: a4 --- DUT Read Data: a4
# 	 Write Monitor winc = 1 	 wData = 49 	 w_count=27 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 49
# 	 Write Monitor winc = 1 	 wData = 3c 	 w_count=28 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 3c
# 	 Read Monitor rinc = 1 	 rData = 79 	 rcount=12 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 640: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 79 --- DUT Read Data: 79
# 	 Write Monitor winc = 1 	 wData = 9c 	 w_count=29 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = 9c
# 	 Read Monitor rinc = 1 	 rData = 86 	 rcount=13 	 rEmpty=0 	 rHalfEmpty=1
# UVM_INFO async_fifo_scoreboard.sv(46) @ 660: uvm_test_top.env.scb [ASYNC_FIFO_SCOREBOARD] PASSED Expected Data: 86 --- DUT Read Data: 86
# 	 Write Monitor winc = 1 	 wData = ff 	 w_count=30 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = ff
# 	 Write Monitor winc = 1 	 wData = db 	 w_count=31 	 wFull=0 	 wHalfFull=0
# 	 Scoreboard wData = db
# 	 Read Monitor rinc = 1 	 rData = c8 	 rcount=14 	 rEmpty=0 	 rHalfEmpty=1
